sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,c_charge_desc,is_recid,score_text
Male,44,25 - 45,African-American,0,0,0,0,-1,F,Possession Of Methamphetamine,1,Low
Female,29,25 - 45,Caucasian,0,0,0,2,-1,F,Uttering a Forged Instrument,1,High
Male,49,Greater than 45,African-American,0,0,0,0,,O,,-1,Low
Male,46,Greater than 45,Caucasian,0,0,0,2,-23,F,arrest case no charge,1,Low
Male,53,Greater than 45,Caucasian,0,0,0,0,0,M,Battery,0,Low
Male,24,Less than 25,African-American,0,0,0,2,-1,F,Driving While License Revoked,1,High
Male,27,25 - 45,Hispanic,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Low
Female,52,Greater than 45,African-American,0,0,0,2,-1,F,Possession of Cocaine,1,Low
Male,27,25 - 45,African-American,0,0,0,0,-1,M,Battery,1,Low
Male,41,25 - 45,Caucasian,0,0,0,0,-1,F,Felony Battery (Dom Strang),0,Low
Female,21,Less than 25,African-American,0,0,0,0,-2,F,Grand Theft in the 3rd Degree,1,Low
Male,23,Less than 25,African-American,0,1,0,6,-1,M,Battery,0,High
Male,42,25 - 45,African-American,0,0,0,4,-1,F,Felony Battery (Dom Strang),0,Low
Male,24,Less than 25,Caucasian,0,0,0,1,0,F,Possession Of Amphetamine,0,Low
Male,38,25 - 45,Caucasian,0,0,0,8,-32,F,Driving While License Revoked,0,Low
Male,62,Greater than 45,Caucasian,0,0,0,6,-1,F,Aggravated Assault W/Dead Weap,0,Low
Male,23,Less than 25,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,42,25 - 45,African-American,0,0,0,0,-1,F,Driving While License Revoked,0,Low
Male,32,25 - 45,Caucasian,0,0,0,4,-47,F,Grand Theft in the 3rd Degree,0,Low
Male,24,Less than 25,Hispanic,0,0,0,3,597,M,Battery,1,High
Male,24,Less than 25,African-American,5,0,0,5,-1,F,Burglary Conveyance Unoccup,1,High
Female,29,25 - 45,African-American,0,0,0,1,-1,F,Felony Petit Theft,0,High
Male,26,25 - 45,African-American,0,0,0,4,-1,F,Grand Theft (Motor Vehicle),1,High
Male,50,Greater than 45,Caucasian,0,0,0,9,-1,F,Burglary Structure Unoccup,1,Low
Female,32,25 - 45,African-American,0,0,0,3,-1,M,Battery on Law Enforc Officer,0,High
Male,40,25 - 45,African-American,0,0,0,13,-1,F,arrest case no charge,0,High
Male,25,25 - 45,Caucasian,0,0,0,1,-81,M,Discharge Firearm From Vehicle,1,Low
Male,42,25 - 45,Caucasian,0,0,0,4,-1,F,Pos Cannabis W/Intent Sel/Del,0,Low
Male,56,Greater than 45,African-American,0,0,0,18,-4,F,arrest case no charge,0,High
Male,39,25 - 45,African-American,1,0,0,6,-1,M,Battery,0,High
Male,42,25 - 45,Hispanic,0,0,0,1,-118,F,arrest case no charge,0,Low
Male,52,Greater than 45,Caucasian,0,0,0,4,-1,M,Battery,0,Low
Male,27,25 - 45,African-American,0,0,0,2,0,F,Lease For Purpose Trafficking,0,Low
Male,23,Less than 25,Caucasian,0,0,0,0,-1,F,Possession Of Alprazolam,1,High
Male,37,25 - 45,African-American,0,0,0,22,-1,M,arrest case no charge,1,High
Male,32,25 - 45,African-American,0,0,0,1,-1,M,DUI Blood Alcohol Above 0.20,1,Low
Male,38,25 - 45,African-American,0,0,0,2,43,M,arrest case no charge,1,High
Male,35,25 - 45,African-American,0,0,0,0,,O,,-1,High
Male,50,Greater than 45,African-American,0,0,0,0,,O,,-1,Low
Male,52,Greater than 45,Caucasian,0,0,0,4,-1,M,Viol Prot Injunc Repeat Viol,1,Low
Female,52,Greater than 45,African-American,0,0,0,1,-1,F,arrest case no charge,0,Low
Male,29,25 - 45,Caucasian,0,0,0,2,-1,F,Felony Battery (Dom Strang),0,Low
Male,28,25 - 45,African-American,0,0,0,7,,M,Resist/Obstruct W/O Violence,1,Low
Male,63,Greater than 45,Caucasian,0,0,0,0,-1,F,Possession of Oxycodone,0,Low
Male,49,Greater than 45,African-American,0,0,0,0,0,M,Poss Of RX Without RX,0,Low
Male,20,Less than 25,African-American,0,0,1,0,-1,F,Possession Of Alprazolam,0,Low
Male,50,Greater than 45,Caucasian,0,0,0,0,-2,F,Lewd or Lascivious Molestation,0,Low
Male,26,25 - 45,Caucasian,0,0,0,2,0,F,Agg Assault W/int Com Fel Dome,1,Low
Female,34,25 - 45,Caucasian,0,0,0,0,-1,F,Poss Pyrrolidinovalerophenone,1,High
Female,28,25 - 45,Caucasian,0,0,0,1,-1,F,arrest case no charge,1,High
Male,36,25 - 45,Caucasian,0,0,0,4,74,F,Fraudulent Use of Credit Card,1,High
Male,45,Greater than 45,African-American,0,0,0,1,-48,F,Aggravated Assault W/Dead Weap,1,Low
Male,30,25 - 45,African-American,0,0,0,0,0,F,Felony Driving While Lic Suspd,1,Low
Male,24,Less than 25,African-American,0,0,0,3,-1,F,Burglary Conveyance Unoccup,1,Low
Male,44,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,High
Male,25,25 - 45,African-American,0,0,0,0,0,M,Battery,1,Low
Male,25,25 - 45,African-American,0,0,0,4,-1,M,Battery,1,Low
Male,45,Greater than 45,Caucasian,0,0,0,2,-1,F,Possession of Cocaine,0,Low
Male,53,Greater than 45,Hispanic,0,0,0,1,-29,F,Tampering With Physical Evidence,0,Low
Male,26,25 - 45,African-American,0,2,0,13,-69,F,arrest case no charge,0,High
Male,26,25 - 45,Caucasian,0,0,0,1,-1,F,Poss Pyrrolidinovalerophenone,1,High
Male,37,25 - 45,Other,0,0,0,2,-1,F,Lewd/Lasciv Molest Elder Persn,0,Low
Male,20,Less than 25,African-American,3,0,0,3,105,F,arrest case no charge,0,High
Male,71,Greater than 45,Caucasian,0,0,0,0,0,F,Battery on a Person Over 65,0,Low
Male,24,Less than 25,Hispanic,0,0,0,0,-1,M,Battery,0,Low
Male,40,25 - 45,Caucasian,0,0,0,2,-1,M,arrest case no charge,0,Low
Male,60,Greater than 45,Caucasian,0,0,0,1,,M,Driving Under The Influence,0,Low
Female,33,25 - 45,Caucasian,0,1,0,10,49,M,DUI Property Damage,0,High
Male,39,25 - 45,African-American,0,0,0,5,,M,Prowling/Loitering,0,High
Female,33,25 - 45,Hispanic,0,0,0,0,-2,F,Agg Battery Grt/Bod/Harm,0,Low
Male,31,25 - 45,African-American,0,0,1,6,,F,arrest case no charge,0,High
Male,53,Greater than 45,Hispanic,0,0,0,18,0,F,arrest case no charge,0,Low
Male,55,Greater than 45,Hispanic,0,0,0,0,-7,M,Viol Injunct Domestic Violence,0,Low
Male,36,25 - 45,Caucasian,0,0,0,4,,M,Driving Under The Influence,0,High
Male,34,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,30,25 - 45,Other,0,0,0,6,-1,F,Aggravated Assault W/Dead Weap,1,High
Male,21,Less than 25,African-American,0,0,0,1,-15,F,arrest case no charge,1,High
Male,44,25 - 45,Caucasian,0,0,0,2,-1,F,arrest case no charge,0,Low
Male,55,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,27,25 - 45,Hispanic,0,0,0,0,-1,M,Battery,0,Low
Male,22,Less than 25,Hispanic,0,0,0,1,-1,F,arrest case no charge,0,Low
Male,22,Less than 25,Caucasian,0,0,0,1,-1,F,arrest case no charge,1,Low
Female,23,Less than 25,African-American,0,0,0,1,-6,F,arrest case no charge,0,Low
Female,24,Less than 25,Caucasian,0,0,1,7,-125,M,arrest case no charge,1,High
Male,25,25 - 45,Hispanic,0,0,0,2,-1,M,Disorderly Conduct,0,Low
Female,40,25 - 45,African-American,0,0,0,13,752,F,Possession of Cocaine,1,High
Male,57,Greater than 45,Caucasian,0,0,0,9,-1,F,Possession of Cocaine,1,Low
Male,33,25 - 45,Caucasian,0,0,0,0,-2,M,Carrying A Concealed Weapon,1,Low
Male,32,25 - 45,Caucasian,0,0,0,2,0,F,Aggravated Assault W/dead Weap,0,Low
Male,47,Greater than 45,Caucasian,0,0,0,3,-1,F,arrest case no charge,0,Low
Female,43,25 - 45,Caucasian,0,0,0,1,-1,F,Grand Theft (Motor Vehicle),0,Low
Male,51,Greater than 45,Caucasian,0,0,0,6,11,M,Viol Injunct Domestic Violence,1,Low
Male,22,Less than 25,African-American,0,1,0,1,-1,F,Burglary Dwelling Occupied,0,High
Male,47,Greater than 45,Caucasian,0,0,0,2,-1,F,Dealing in Stolen Property,0,Low
Male,28,25 - 45,Caucasian,0,0,0,1,-21,F,Possession of Cocaine,1,Low
Male,21,Less than 25,African-American,0,0,1,1,117,F,Burglary Conveyance Unoccup,1,High
Male,28,25 - 45,African-American,0,0,0,5,-1,F,Grand Theft in the 3rd Degree,0,High
Male,39,25 - 45,African-American,0,0,0,2,-39,F,Fleeing Or Attmp Eluding A Leo,0,Low
Female,29,25 - 45,Caucasian,0,0,0,0,0,F,Poss Pyrrolidinovalerophenone,0,Low
Female,44,25 - 45,Caucasian,0,0,0,1,0,M,Battery,1,Low
Male,25,25 - 45,African-American,0,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Female,34,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,34,25 - 45,African-American,0,0,0,4,-1,M,Battery,0,Low
Male,65,Greater than 45,Caucasian,0,0,0,0,0,M,DUI Property Damage/Injury,0,Low
Female,20,Less than 25,Caucasian,0,0,0,0,0,F,Possession Of Heroin,0,Low
Male,33,25 - 45,Caucasian,0,0,0,5,0,F,Driving While License Revoked,1,High
Female,23,Less than 25,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Female,44,25 - 45,Caucasian,0,0,0,0,-2,M,Battery,0,Low
Male,21,Less than 25,Hispanic,1,0,0,1,88,F,arrest case no charge,1,High
Male,66,Greater than 45,Other,0,0,0,0,-1,F,Burglary Conveyance Unoccup,0,Low
Male,24,Less than 25,African-American,0,0,0,1,-1,M,Battery,0,Low
Male,51,Greater than 45,Caucasian,0,0,0,1,-1,M,Battery,0,Low
Female,21,Less than 25,African-American,0,0,0,0,-1,F,Battery on Law Enforc Officer,1,High
Male,39,25 - 45,Caucasian,0,0,0,6,-1,F,arrest case no charge,0,High
Male,29,25 - 45,African-American,0,0,0,29,-1,F,Poss Contr Subst W/o Prescript,1,High
Male,24,Less than 25,Caucasian,0,0,0,1,-5,F,Aggravated Assault W/Dead Weap,0,High
Male,38,25 - 45,African-American,0,0,0,1,-248,F,arrest case no charge,0,Low
Male,32,25 - 45,Hispanic,0,0,0,1,0,F,Possession Of Alprazolam,0,Low
Female,23,Less than 25,African-American,0,0,0,0,-1,F,Possession Burglary Tools,1,Low
Male,31,25 - 45,African-American,0,0,2,11,0,F,Poss Pyrrolidinovalerophenone,1,High
Female,35,25 - 45,African-American,0,0,0,0,-1,M,Petit Theft $100- $300,0,Low
Female,29,25 - 45,African-American,0,0,0,0,0,M,Battery,0,Low
Male,30,25 - 45,Other,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,34,25 - 45,Caucasian,0,0,0,8,-104,F,Possession of Cocaine,0,High
Female,39,25 - 45,African-American,0,0,0,4,-3,F,Aggravated Assault W/Dead Weap,0,High
Male,32,25 - 45,Hispanic,0,0,0,0,-2,F,arrest case no charge,0,Low
Female,42,25 - 45,Caucasian,0,0,0,1,0,M,Driving Under The Influence,0,Low
Male,29,25 - 45,African-American,0,0,0,6,702,M,Felony Battery,0,Low
Male,51,Greater than 45,Caucasian,0,0,0,0,-1,M,Driving Under The Influence,0,Low
Male,22,Less than 25,Caucasian,0,0,1,1,-1,F,arrest case no charge,0,High
Male,31,25 - 45,African-American,0,0,0,1,-1,M,Unlawful Alter Of Tag,0,High
Male,29,25 - 45,Caucasian,0,0,0,2,-24,F,arrest case no charge,0,Low
Male,35,25 - 45,Caucasian,0,0,0,8,-259,F,arrest case no charge,1,High
Female,49,Greater than 45,African-American,0,0,0,2,-1,F,arrest case no charge,0,Low
Male,21,Less than 25,African-American,0,0,0,0,-1,F,Possession Of Amphetamine,0,High
Female,31,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,28,25 - 45,Hispanic,0,0,0,0,,O,,-1,Low
Male,32,25 - 45,Caucasian,0,0,0,6,-1,F,Attempted Burg/Convey/Unocc,1,Low
Male,48,Greater than 45,African-American,0,0,0,4,-1,F,arrest case no charge,0,Low
Male,33,25 - 45,Caucasian,0,0,0,3,-16,M,Battery,1,Low
Male,58,Greater than 45,Caucasian,0,0,0,5,-1,F,Grand Theft in the 3rd Degree,1,Low
Male,54,Greater than 45,Other,0,0,0,0,-1,F,Aggravated Assault,0,Low
Male,30,25 - 45,African-American,0,0,0,3,-166,F,Driving While License Revoked,0,Low
Male,28,25 - 45,African-American,0,0,0,1,-1,F,arrest case no charge,0,Low
Male,54,Greater than 45,Hispanic,0,0,0,0,0,F,arrest case no charge,0,Low
Male,33,25 - 45,African-American,0,0,0,2,-1,F,Robbery W/Firearm,1,High
Female,43,25 - 45,African-American,1,0,0,5,312,F,arrest case no charge,0,High
Male,24,Less than 25,African-American,0,0,0,0,63,F,Grand Theft in the 3rd Degree,1,Low
Male,48,Greater than 45,African-American,0,0,0,10,0,F,Grand Theft in the 3rd Degree,0,Low
Male,34,25 - 45,Other,0,0,0,4,-1,F,arrest case no charge,0,Low
Male,23,Less than 25,African-American,0,0,0,0,-1,M,Battery,0,High
Male,23,Less than 25,African-American,0,0,0,2,-16,F,Resist Officer w/Violence,0,High
Male,23,Less than 25,Caucasian,0,0,0,2,-1,F,Grand Theft in the 3rd Degree,1,High
Male,47,Greater than 45,Asian,0,0,0,1,0,M,Battery,0,Low
Male,21,Less than 25,Other,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,Low
Male,62,Greater than 45,Caucasian,0,0,0,0,0,M,Driving Under The Influence,0,Low
Male,40,25 - 45,African-American,0,0,0,30,-135,M,arrest case no charge,0,High
Male,52,Greater than 45,Other,0,0,0,2,-1,M,Battery,0,Low
Male,29,25 - 45,African-American,0,0,0,0,-1,M,Battery,1,High
Male,48,Greater than 45,Caucasian,0,0,0,2,-1,F,arrest case no charge,0,Low
Male,37,25 - 45,Caucasian,0,0,0,4,-1,M,Battery,1,Low
Male,50,Greater than 45,Caucasian,0,0,0,3,-1,F,Felony Battery (Dom Strang),0,Low
Male,19,Less than 25,African-American,0,0,0,3,-1,F,Burglary Dwelling Armed,1,High
Male,39,25 - 45,Caucasian,0,0,0,2,,M,Opert With Susp DL 2ND Offense,0,Low
Male,49,Greater than 45,African-American,2,0,0,13,-1,F,Driving While License Revoked,0,Low
Male,58,Greater than 45,Caucasian,0,0,0,2,-1,F,Resist Officer w/Violence,0,Low
Male,31,25 - 45,African-American,0,0,0,6,0,F,Possession of Cocaine,0,High
Male,38,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Female,24,Less than 25,African-American,0,0,0,1,-124,M,arrest case no charge,0,Low
Male,23,Less than 25,African-American,0,0,2,1,-1,M,Battery,0,High
Male,30,25 - 45,African-American,0,0,0,23,-1,F,Poss Pyrrolidinovalerophenone,0,High
Male,29,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,48,Greater than 45,Asian,0,0,0,0,-1,M,Battery,0,Low
Female,23,Less than 25,African-American,0,0,0,0,0,F,Aggravated Assault W/Dead Weap,1,Low
Male,31,25 - 45,Caucasian,0,0,0,17,-1,F,Possession of Oxycodone,1,High
Male,62,Greater than 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,33,25 - 45,Other,0,0,0,0,-1,F,arrest case no charge,1,Low
Female,50,Greater than 45,Caucasian,0,0,0,5,-12,M,Unlaw LicTag/Sticker Attach,0,High
Male,25,25 - 45,African-American,0,2,0,5,-1,F,Aggravated Assault w/Firearm,0,High
Female,35,25 - 45,Other,0,0,0,2,-102,F,arrest case no charge,0,Low
Male,57,Greater than 45,Caucasian,0,0,0,6,-23,F,Grand Theft in the 3rd Degree,0,Low
Male,45,Greater than 45,Caucasian,0,0,0,2,89,F,Felony/Driving Under Influence,0,Low
Female,31,25 - 45,Caucasian,0,0,0,0,-3,M,Battery,0,Low
Male,57,Greater than 45,African-American,0,0,0,19,-1,F,Possession of Cocaine,0,High
Male,57,Greater than 45,Caucasian,0,0,0,12,0,M,DUI - Enhanced,0,Low
Male,29,25 - 45,African-American,0,0,0,6,-1,M,Battery,1,High
Male,24,Less than 25,Caucasian,0,0,0,2,-1,M,Battery,0,Low
Male,26,25 - 45,African-American,0,1,0,7,-1,F,Grand Theft in the 3rd Degree,0,High
Male,30,25 - 45,African-American,0,0,0,0,0,M,Battery,1,Low
Male,45,Greater than 45,African-American,0,0,0,11,-1,F,Felony Battery w/Prior Convict,0,Low
Male,27,25 - 45,Other,0,0,0,1,-1,F,Possession Of Methamphetamine,0,Low
Male,42,25 - 45,Caucasian,0,0,0,0,0,F,Tampering With Physical Evidence,0,Low
Male,48,Greater than 45,Other,0,0,0,7,-1,F,Carrying Concealed Firearm,0,Low
Male,29,25 - 45,African-American,0,2,0,12,0,F,Tampering With Physical Evidence,1,High
Male,44,25 - 45,Hispanic,0,0,0,8,-19,F,arrest case no charge,0,Low
Male,23,Less than 25,Caucasian,0,0,0,0,521,F,Grand Theft in the 3rd Degree,0,Low
Female,28,25 - 45,Caucasian,0,0,0,0,-1,F,Driving While License Revoked,0,Low
Male,41,25 - 45,African-American,0,0,0,3,,F,Felony Driving While Lic Suspd,0,High
Male,25,25 - 45,African-American,0,0,0,1,-1,M,Battery,1,Low
Female,34,25 - 45,Caucasian,0,0,0,3,-1,M,Battery,0,Low
Male,53,Greater than 45,African-American,0,0,0,26,,F,Possession of Cocaine,1,Low
Female,28,25 - 45,African-American,0,0,0,1,-87,F,Battery on Law Enforc Officer,1,Low
Male,27,25 - 45,African-American,0,0,0,0,-1,F,Tampering With Physical Evidence,0,Low
Male,39,25 - 45,African-American,0,0,0,4,0,F,Aggrav Child Abuse-Agg Battery,0,Low
Female,23,Less than 25,Caucasian,0,0,0,1,-1,F,arrest case no charge,0,Low
Female,55,Greater than 45,Caucasian,0,0,0,6,1001,F,Aggrav Battery w/Deadly Weapon,0,Low
Male,52,Greater than 45,Caucasian,0,0,0,10,-109,F,arrest case no charge,0,Low
Male,27,25 - 45,African-American,0,0,0,4,-1,F,arrest case no charge,1,Low
Male,47,Greater than 45,Other,0,0,0,5,-1,F,Aggravated Assault W/Dead Weap,0,Low
Male,35,25 - 45,Hispanic,0,0,0,2,-12,M,Battery,0,Low
Male,33,25 - 45,African-American,0,0,0,1,0,M,Battery,0,Low
Female,24,Less than 25,Caucasian,0,1,3,8,0,F,Agg Battery Grt/Bod/Harm,0,High
Male,30,25 - 45,Caucasian,0,0,1,7,-1,F,Dealing in Stolen Property,1,High
Male,31,25 - 45,African-American,3,0,1,15,-1,M,Battery,1,High
Male,20,Less than 25,African-American,0,0,1,1,-1,M,Aggravated Battery / Pregnant,1,High
Male,26,25 - 45,Caucasian,0,0,0,2,-1,F,Aggravated Assault W/Dead Weap,1,High
Male,44,25 - 45,African-American,0,0,0,7,-49,F,Possession of Cocaine,1,Low
Male,33,25 - 45,African-American,0,0,0,17,,F,arrest case no charge,1,High
Male,34,25 - 45,Caucasian,0,0,0,0,-1,F,Fleeing or Eluding a LEO,1,Low
Male,27,25 - 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,26,25 - 45,Hispanic,0,0,0,0,,O,,-1,Low
Male,21,Less than 25,African-American,0,0,1,1,-414,F,Possession of Cannabis,1,High
Male,41,25 - 45,African-American,0,0,0,0,,O,,-1,Low
Male,29,25 - 45,African-American,0,0,0,4,-1,F,Felony Driving While Lic Suspd,1,Low
Male,27,25 - 45,African-American,0,0,0,7,-1,F,Driving While License Revoked,0,High
Female,24,Less than 25,Caucasian,0,0,0,0,-1,F,Uttering a Forged Instrument,0,High
Male,29,25 - 45,African-American,0,0,0,0,-1,F,Driving While License Revoked,1,Low
Male,20,Less than 25,Caucasian,0,0,0,0,-1,F,Child Abuse,0,Low
Female,23,Less than 25,Caucasian,0,0,0,0,-1,F,Possession of Cocaine,0,Low
Female,48,Greater than 45,African-American,0,0,0,0,0,M,DUI Property Damage/Injury,0,Low
Male,34,25 - 45,African-American,0,0,0,0,0,M,Driving Under The Influence,1,Low
Male,46,Greater than 45,African-American,0,0,0,1,-1,M,Battery,1,High
Female,41,25 - 45,Caucasian,0,0,0,3,-1,F,Driving While License Revoked,0,Low
Male,44,25 - 45,Caucasian,0,0,0,0,-1,M,DUI Property Damage/Injury,0,Low
Male,26,25 - 45,African-American,0,0,0,3,-1,F,Del Cannabis At/Near Park,1,High
Male,37,25 - 45,African-American,0,0,0,11,-1,F,Felony Driving While Lic Suspd,1,High
Female,54,Greater than 45,Caucasian,0,0,0,7,-98,F,arrest case no charge,0,Low
Female,25,25 - 45,African-American,0,0,0,5,,M,Trespass Structure/Conveyance,0,High
Male,27,25 - 45,African-American,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Low
Male,41,25 - 45,Caucasian,0,0,0,0,,O,,-1,Low
Male,21,Less than 25,African-American,0,0,0,1,-1,F,Burglary Unoccupied Dwelling,0,High
Female,22,Less than 25,Caucasian,0,0,0,2,-1,F,arrest case no charge,0,Low
Male,27,25 - 45,Hispanic,0,0,0,1,-1,M,Susp Drivers Lic 1st Offense,0,Low
Male,32,25 - 45,African-American,0,0,0,7,-1,F,Felony Driving While Lic Suspd,0,Low
Male,52,Greater than 45,African-American,0,0,0,2,268,F,arrest case no charge,0,Low
Male,44,25 - 45,African-American,0,0,0,0,-1,M,DUI Level 0.15 Or Minor In Veh,0,Low
Female,21,Less than 25,Hispanic,0,0,0,0,-2,F,Possession of Cannabis,0,High
Male,28,25 - 45,African-American,0,0,0,1,-90,F,Burglary Conveyance Assault/Bat,0,Low
Male,31,25 - 45,African-American,0,0,0,3,0,F,Burglary With Assault/battery,0,High
Male,60,Greater than 45,African-American,0,0,0,3,-1,M,DUI - Enhanced,0,Low
Male,40,25 - 45,African-American,10,0,0,14,-1,M,Driving License Suspended,0,Low
Male,49,Greater than 45,Caucasian,0,0,0,0,0,F,Possession of Cocaine,0,Low
Male,32,25 - 45,African-American,0,0,0,9,-59,F,Robbery W/Firearm,0,Low
Male,30,25 - 45,African-American,0,0,0,10,0,M,Battery,1,Low
Male,26,25 - 45,African-American,0,0,2,1,-1,F,False Ownership Info/Pawn Item,0,High
Male,52,Greater than 45,Caucasian,0,0,0,0,-1,F,Manufacture Cannabis,0,Low
Female,55,Greater than 45,Caucasian,0,0,0,0,-2,M,DUI Property Damage/Injury,0,Low
Female,27,25 - 45,African-American,0,0,0,1,,M,Pos Cannabis W/Intent Sel/Del,0,High
Male,34,25 - 45,African-American,0,0,0,0,-1,F,Poss Wep Conv Felon,0,High
Female,47,Greater than 45,Hispanic,0,0,0,1,97,F,arrest case no charge,0,Low
Male,20,Less than 25,African-American,0,0,0,0,,O,,-1,High
Male,55,Greater than 45,African-American,0,0,0,5,-1,F,Felony Battery w/Prior Convict,1,Low
Male,36,25 - 45,Hispanic,0,0,0,3,232,F,Burglary Conveyance Unoccup,0,High
Male,37,25 - 45,African-American,0,0,0,6,,M,Battery,0,High
Male,33,25 - 45,African-American,0,0,0,0,-1,M,Resist/Obstruct W/O Violence,0,High
Male,22,Less than 25,African-American,0,0,0,0,-1,F,Possession of Cannabis,1,High
Female,27,25 - 45,African-American,0,0,0,0,0,M,Assault,0,Low
Male,20,Less than 25,African-American,0,0,2,0,-1,F,Uttering a Forged Instrument,1,Low
Male,33,25 - 45,Caucasian,0,0,0,0,-1,F,Burglary Assault/Battery Armed,0,Low
Male,55,Greater than 45,African-American,0,0,0,0,,O,,-1,Low
Male,26,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,Low
Male,29,25 - 45,African-American,0,0,0,0,-1,M,DWLS Canceled Disqul 1st Off,0,Low
Male,32,25 - 45,African-American,0,0,0,1,0,M,Driving Under The Influence,0,Low
Male,25,25 - 45,African-American,0,0,0,10,-1,F,Burglary Dwelling Armed,0,High
Male,37,25 - 45,Caucasian,0,0,0,4,0,M,Battery,0,Low
Female,20,Less than 25,Hispanic,2,0,0,2,-7,F,arrest case no charge,0,High
Male,20,Less than 25,African-American,0,1,0,1,-1,F,Burglary Conveyance Unoccup,0,Low
Male,31,25 - 45,African-American,0,0,0,15,0,F,arrest case no charge,0,High
Male,29,25 - 45,African-American,0,0,0,6,-1,F,Driving While License Revoked,1,High
Male,31,25 - 45,African-American,0,0,0,6,0,F,arrest case no charge,0,Low
Female,36,25 - 45,Caucasian,0,0,0,2,-1,F,Aggrav Battery w/Deadly Weapon,0,Low
Male,35,25 - 45,African-American,0,0,0,4,-309,M,Poss Of Controlled Substance,0,High
Female,37,25 - 45,African-American,0,0,0,1,-11,F,Burglary With Assault/battery,0,Low
Male,34,25 - 45,Caucasian,0,0,0,5,-1,M,Petit Theft,1,Low
Male,20,Less than 25,Caucasian,0,0,0,1,-1,M,Assault,1,Low
Female,50,Greater than 45,African-American,0,0,0,12,316,M,Battery,1,High
Male,66,Greater than 45,Caucasian,0,0,0,0,-1,M,Battery,0,Low
Male,24,Less than 25,Caucasian,0,0,2,8,-1,F,Felony Petit Theft,1,High
Male,29,25 - 45,African-American,0,1,0,8,-1,M,Battery,1,High
Female,45,Greater than 45,African-American,0,0,0,1,-4,F,Driving While License Revoked,0,Low
Male,34,25 - 45,Caucasian,0,0,0,2,-1,F,arrest case no charge,1,High
Male,70,Greater than 45,African-American,0,0,0,0,-1,M,Driving Under The Influence,0,Low
Female,33,25 - 45,African-American,0,0,0,0,-1,F,Grand Theft in the 3rd Degree,0,High
Male,26,25 - 45,African-American,0,0,0,2,607,F,arrest case no charge,0,Low
Female,23,Less than 25,African-American,0,0,3,5,-1,F,Driving While License Revoked,0,High
Male,23,Less than 25,African-American,1,0,0,4,-1,F,arrest case no charge,0,High
Male,27,25 - 45,Caucasian,0,0,0,5,-12,M,Driving License Suspended,0,Low
Male,44,25 - 45,Caucasian,0,0,0,6,-1,F,Grand Theft in the 3rd Degree,1,High
Male,23,Less than 25,African-American,0,0,0,2,334,M,arrest case no charge,1,Low
Male,36,25 - 45,African-American,1,2,5,17,105,M,arrest case no charge,0,High
Male,26,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,Low
Female,23,Less than 25,Caucasian,0,0,0,2,-1,M,Battery,0,High
Female,22,Less than 25,African-American,0,0,0,0,,O,,-1,Low
Male,27,25 - 45,African-American,0,0,0,3,-1,F,arrest case no charge,1,High
Male,53,Greater than 45,African-American,0,0,0,11,-1,F,arrest case no charge,0,Low
Male,29,25 - 45,African-American,0,0,0,0,-1,M,Battery,0,Low
Male,65,Greater than 45,African-American,0,0,0,1,-24,M,DUI Level 0.15 Or Minor In Veh,0,Low
Female,46,Greater than 45,Caucasian,0,0,0,1,-1,F,Felony Batt(Great Bodily Harm),1,Low
Male,20,Less than 25,Caucasian,0,0,0,0,-1,F,Burglary Unoccupied Dwelling,0,High
Female,27,25 - 45,African-American,1,0,0,1,0,F,arrest case no charge,0,Low
Male,45,Greater than 45,Caucasian,0,0,0,7,-1,F,Felony Battery,0,Low
Male,42,25 - 45,African-American,0,0,0,1,-12,M,arrest case no charge,0,Low
Male,53,Greater than 45,African-American,0,0,0,10,-1,M,Grand Theft in the 3rd Degree,0,Low
Female,24,Less than 25,Caucasian,0,1,0,3,-1,M,Battery,1,Low
Male,20,Less than 25,African-American,1,1,1,2,-1,F,arrest case no charge,1,High
Male,19,Less than 25,Caucasian,0,0,0,0,-1,M,Battery,0,High
Male,49,Greater than 45,Caucasian,0,0,0,3,0,F,Possession of Cocaine,0,Low
Male,29,25 - 45,Caucasian,0,0,0,8,149,M,arrest case no charge,1,High
